"Status","Address","List Price","Original List Price","Sales Price","Days On Market"
"CLOSD","9013 Sugar Hill PL","$399,500","$399,500","$405,500","75"
"CLOSD","4007 Bellstone DR","$597,770","$597,770","$613,170","0"
"CLOSD","3601 Bellstone","$596,008","$592,788","$596,268","45"
"CLOSD","6608 Welara RUN","$425,000","$425,000","$425,000","57"
"CLOSD","8748 Forge Gate LN","$497,950","$497,950","$504,800","88"
"CLOSD","16500 Crossfell DR","$394,950","$394,950","$480,686","2"
"CLOSD","6606 Welara RUN","$410,000","$410,000","$410,000","66"
"CLOSD","7201 Bonallack BND","$724,900","$749,997","$750,000","371"
"CLOSD","6819 Buglers Trail LN","$473,988","$473,988","$567,513","38"
"CLOSD","15113 Enmore DR","$580,552","$580,552","$629,521","0"
"CLOSD","8854 Forge Gate LN","$468,230","$468,230","$511,070","0"
"CLOSD","6836 Cherry Creek LN","$681,684","$681,684","$717,409","0"
"CLOSD","8436 Pullman LN","$534,900","$499,900","$508,000","887"
"CLOSD","16100 Cambria Cove BLVD","$547,891","$547,891","$547,891","0"
"CLOSD","17319 Wild Bird CT","$529,250","$529,250","$529,250","0"
"CLOSD","9601 Kinnerton DR","$377,950","$377,950","$405,690","0"
"CLOSD","16748 Cabrio CT","$396,950","$396,950","$440,042","0"
"CLOSD","4619 Bootsy CT","$575,000","$575,000","$620,775","100"
"CLOSD","8613 Forge Gate LN","$433,020","$369,990","$406,640","234"
"CLOSD","16800 Green Gate CT","$402,670","$366,990","$403,865","102"
"CLOSD","8842 Forge Gate LN","$461,300","$461,300","$511,250","0"
"CLOSD","9512 Deering CT","$357,950","$357,950","$415,363","0"
"CLOSD","5725 Gossamer PL","$429,990","$415,000","$429,990","84"
"CLOSD","17113 Shoreland DR","$548,499","$548,499","$604,343","0"
"CLOSD","18275 Twin Falls LN","$493,340","$410,950","$493,340","138"
"CLOSD","3548 Waverton DR","$654,497","$654,497","$663,538","0"
"CLOSD","5918 Scarlet Coat PL","$523,950","$517,687","$510,000","57"
"CLOSD","14740 BEACH RD","$338,000","$338,000","$418,000","2"
"CLOSD","5906 Scarlet Coat PL","$401,950","$401,950","$442,418","0"
"CLOSD","15606 Fishers Green DR","$410,000","$417,000","$416,000","44"
"CLOSD","10010 Qualla RD","$525,000","$525,000","$530,000","2"
"CLOSD","6331 Bear Trace WAY","$514,935","$499,820","$533,050","155"
"CLOSD","6318 Bear Trace WAY","$488,270","$479,990","$493,475","32"
"CLOSD","18125 Twin Falls LN","$424,635","$424,635","$422,000","52"
"CLOSD","15113 Longtown CT","$445,352","$445,352","$445,352","2"
"CLOSD","3607 Graythorne DR","$590,000","$590,000","$611,554","0"
"CLOSD","9019 Buffalo Springs DR","$398,715","$332,990","$401,765","48"
"CLOSD","16130 Cambria Cove BLVD","$529,210","$529,210","$529,210","0"
"CLOSD","9025 Blooming CT","$419,980","$419,980","$419,480","35"
"CLOSD","3612 Graythorne DR","$749,900","$749,900","$720,000","14"
"CLOSD","8201 Timberstone DR","$410,000","$410,000","$400,000","18"
"CLOSD","3713 Knighton CIR","$498,990","$507,380","$493,000","82"
"CLOSD","9513 Tenbury CT","$411,950","$411,950","$542,570","0"
"CLOSD","3613 Camdale DR","$587,018","$587,018","$612,180","0"
"CLOSD","11300 Lost Parrish DR","$409,650","$409,650","$410,972","0"
"CLOSD","7125 Maple Summit LN","$544,950","$544,950","$544,950","93"
"CLOSD","15924 Cambria Cove BLVD","$416,730","$364,990","$419,900","7"
"CLOSD","5421 Otterdale RD","$503,950","$503,950","$657,702","0"
"CLOSD","17907 Pine Canyon TRL","$739,900","$749,900","$748,400","380"
"CLOSD","18013 Sagamore DR","$403,595","$434,990","$425,860","25"
"CLOSD","16706 Broadmoor RD","$404,950","$404,950","$417,450","64"
"CLOSD","3714 Litton PL","$638,000","$638,000","$638,000","3"
"CLOSD","4601 Singing Bird DR","$529,000","$529,000","$529,000","38"
"CLOSD","6418 Sheehan XING","$503,495","$410,490","$523,775","178"
"CLOSD","16136 Cambria Cove BLVD","$506,594","$506,594","$506,594","0"
"CLOSD","3721 Litton PL","$668,000","$668,000","$699,000","2"
"CLOSD","16407 Aklers Court","$469,950","$394,950","$457,000","491"
"CLOSD","10518 Beachcrest CT","$454,990","$459,990","$454,990","188"
"CLOSD","5406 Mossy Oak RD","$479,950","$479,950","$476,950","86"
"CLOSD","4513 Lake Summer LOOP","$674,877","$674,877","$769,746","0"
"CLOSD","9519 Simonsville RD","$423,950","$420,950","$427,950","78"
"CLOSD","11230 Lost Parrish DR","$425,905","$425,905","$443,577","2"
"CLOSD","11400 Lost Parrish DR","$404,550","$404,550","$408,526","2"
"CLOSD","6213 Strongbow DR","$549,900","$569,900","$545,000","661"
"CLOSD","3625 Graythorne DR","$564,700","$564,700","$564,700","0"
"CLOSD","8401 Cobblecreek RD","$400,290","$364,990","$403,040","11"
"CLOSD","8830 Glen Royal DR","$490,000","$490,000","$490,000","10"
"CLOSD","3836 Knighton CIR","$400,300","$467,580","$406,880","141"
"CLOSD","6710 Liege HL","$389,360","$389,360","$422,015","0"
"CLOSD","16318 Crossfell PL","$469,950","$465,950","$477,195","61"
"CLOSD","16037 Cambria Cove BLVD","$504,398","$504,398","$504,398","0"
"CLOSD","9513 Deering CT","$392,950","$392,950","$434,627","0"
"CLOSD","6614 Welara RUN","$431,545","$395,425","$431,545","159"
"CLOSD","5537 Mossy Oak RD","$419,950","$419,950","$483,616","0"
"CLOSD","4607 Bootsy CT","$622,000","$622,000","$620,000","232"
"CLOSD","6716 Liege HL","$368,250","$368,250","$418,555","0"
"CLOSD","6714 Liege HL","$426,355","$407,810","$426,355","85"
"CLOSD","6600 Welara RUN","$420,000","$435,975","$420,000","83"
"CLOSD","18007 Sagamore DR","$400,265","$410,265","$400,615","96"
"CLOSD","18149 Cove Creek DR","$524,950","$524,950","$512,000","70"
"CLOSD","15406 Avada TER","$675,000","$675,000","$675,000","0"
"CLOSD","4506 Summer Camp CT","$670,000","$670,000","$670,000","228"
"CLOSD","9512 Kinnerton DR","$387,950","$387,950","$429,589","0"
"CLOSD","17901 Pine Canyon TRL","$724,900","$699,900","$712,000","441"
"CLOSD","15513 Crowden RD","$467,639","$466,959","$460,000","167"
"CLOSD","8612 Forge Gate LN","$506,804","$449,180","$503,604","29"
"CLOSD","9612 Simonsville RD","$402,950","$402,950","$400,000","57"
"CLOSD","14901 Alvecote DR","$699,900","$699,900","$650,000","29"
"CLOSD","6602 Welara RUN","$395,085","$395,085","$434,345","0"
"CLOSD","6991 Carden Park DR","$574,950","$574,950","$593,000","59"
"CLOSD","4637 Ellerby DR","$418,950","$418,950","$498,817","0"
"CLOSD","17018 Westington RD","$451,950","$451,950","$451,950","82"
"CLOSD","11406 Avening RD","$410,675","$410,675","$418,372","2"
"CLOSD","11730 Adventure Hill LN","$445,950","$445,950","$464,325","71"
"CLOSD","6604 Welara RUN","$410,325","$410,325","$430,295","0"
"CLOSD","8813 Nesbit Ferry LN","$409,950","$409,950","$410,835","8"
"CLOSD","18277 Twin Falls LN","$486,125","$410,950","$527,490","14"
"CLOSD","10530 Beachcrest CT","$449,990","$4,499,000","$437,000","118"
"CLOSD","4512 Summer Camp CT","$674,900","$674,900","$620,000","362"
"CLOSD","4624 Ellerby DR","$478,950","$478,950","$478,950","4"
"CLOSD","8801 Glen Royal DR","$449,655","$449,655","$449,655","18"
"CLOSD","4901 Ellerby DR","$392,950","$392,950","$460,816","0"
"CLOSD","17100 Ellerby CT","$428,950","$428,950","$502,212","0"
"CLOSD","18049 Twin Falls LN","$403,629","$388,290","$414,079","94"
"CLOSD","17106 Old Westridge DR","$437,950","$437,950","$466,911","0"
"CLOSD","5637 Rohan PL","$417,000","$395,935","$417,000","54"
"CLOSD","15418 Greenley PL","$429,990","$446,670","$420,000","330"
"CLOSD","4713 Old Westridge PL","$393,950","$393,950","$452,038","0"
"CLOSD","15048 Dordon LN","$591,064","$591,064","$610,022","0"
"CLOSD","17101 Ellerby CT","$433,950","$433,950","$527,420","0"
"CLOSD","8724 Forge Gate LN","$388,990","$385,990","$441,515","98"
"CLOSD","16319 Crossfell PL","$468,590","$468,590","$497,750","0"
"CLOSD","6824 Buglers Trail LN","$531,020","$531,020","$568,675","5"
"CLOSD","8112 Wolfboro PL","$411,200","$411,200","$439,880","0"
"CLOSD","15519 Wolfboro RD","$426,325","$382,950","$450,445","65"
"CLOSD","15824 Scarlet Coat DR","$437,950","$437,950","$537,464","0"
"CLOSD","8206 Wolfboro CT","$434,755","$434,755","$446,990","0"
"CLOSD","16925 Old Westridge DR","$489,900","$489,900","$480,000","26"
"CLOSD","3707 Knighton CIR","$480,000","$437,080","$483,040","130"
"CLOSD","8000 Bole Hat RD","$410,175","$410,175","$424,865","0"
"CLOSD","8218 Wolfboro CT","$445,135","$445,135","$492,625","0"
"CLOSD","6024 Trail Ridge DR","$474,990","$474,990","$467,500","74"
"CLOSD","15501 Signal Lamp RD","$419,990","$429,990","$419,990","91"
"CLOSD","15512 Morocco LN","$459,921","$459,921","$477,159","70"
"CLOSD","3531 Waverton DR","$538,484","$550,949","$530,000","87"
"CLOSD","6623 Liege HL","$409,500","$419,500","$400,000","184"
"CLOSD","8701 Turquoise PL","$467,990","$469,990","$467,990","315"
"CLOSD","16101 Turquoise DR","$444,990","$449,990","$438,000","323"
"CLOSD","17012 Shoreland DR","$579,900","$579,900","$581,400","54"
"CLOSD","17012 Ellerby PL","$417,950","$417,950","$492,894","0"
"CLOSD","5806 Sterlingworth DR","$513,560","$513,560","$517,790","0"
"CLOSD","15507 Morocco LN","$409,990","$412,915","$402,990","152"
"CLOSD","15543 Wolfboro RD","$383,615","$401,450","$407,200","40"
"CLOSD","6611 Welara RUN Unit#134-3","$419,605","$419,605","$419,605","0"
"CLOSD","7207 Bonallack BND","$628,132","$628,132","$726,200","0"
"CLOSD","3600 Camdale DR","$619,850","$619,850","$648,453","0"
"CLOSD","3606 Graythorne DR","$569,975","$569,975","$577,000","260"
"CLOSD","15906 Scarlet Coat DR","$428,950","$428,950","$509,864","0"
"CLOSD","2600 Cedarville Mews","$454,900","$454,900","$454,900","0"
"CLOSD","8813 Glen Royal DR","$449,950","$453,950","$439,950","19"
"CLOSD","4631 Ellerby DR","$391,950","$391,950","$504,307","0"
"CLOSD","17107 Ellerby CT","$424,950","$424,950","$493,694","0"
"CLOSD","17006 Ellerby PL","$426,950","$426,950","$420,950","59"
"CLOSD","18261 Twin Falls LN","$427,975","$427,975","$452,050","0"
"CLOSD","16312 Aklers PL","$421,500","$410,000","$479,622","329"
"CLOSD","6617 Welara RUN Unit#131-3","$443,599","$443,599","$443,599","0"
"CLOSD","15060 Endstone TRL","$549,900","$575,000","$547,000","446"
"CLOSD","3825 Knighton CIR","$501,215","$474,990","$503,280","35"
"CLOSD","5906 Brailen DR","$444,628","$439,990","$439,424","69"
"CLOSD","17118 Ellerby CT","$397,950","$397,950","$480,776","0"
"CLOSD","17519 Twin Falls LN","$412,000","$352,990","$419,810","12"
"CLOSD","14213 Cobblegrove DR","$398,675","$383,490","$404,260","5"
"CLOSD","16307 Aklers PL","$441,450","$441,450","$541,350","3"
"CLOSD","6292 Lilting Moon DR","$424,990","$424,990","$426,885","7"
"CLOSD","6913 Carden Park DR","$549,950","$549,950","$539,000","83"
"CLOSD","3724 Waverton DR","$552,000","$552,000","$536,000","76"
"CLOSD","8506 Crossfell CT","$489,000","$489,000","$489,000","141"
"CLOSD","15513 Morocco LN","$461,585","$461,585","$468,000","26"
"CLOSD","16719 Broadmoor RD","$409,950","$409,950","$424,190","74"
"CLOSD","8507 Petherwin LN","$395,000","$397,000","$406,925","116"
"CLOSD","4624 Jenkip CT","$616,316","$616,316","$666,735","2"
"CLOSD","6718 Buglers Trail LN","$449,900","$446,900","$484,467","504"
